HOME_WON,H_ELO,A_ELO,H_NB_WIN,A_NB_WIN,H_PCT_3PT_L10,A_PCT_3PT_L10,H_PCT_LANCER_FRANC_L10,A_PCT_LANCER_FRANC_L10,H_PCT_TIR_REUSSI_L10,A_PCT_TIR_REUSSI_L10,H_PIE_L10,A_PIE_L10,H_assistPercentage_L10,A_assistPercentage_L10,H_assistRatio_L10,A_assistRatio_L10,H_assistToTurnover_L10,A_assistToTurnover_L10,H_defensiveRating_L10,A_defensiveRating_L10,H_effectiveFieldGoalPercentage_L10,A_effectiveFieldGoalPercentage_L10,H_estimatedDefensiveRating_L10,A_estimatedDefensiveRating_L10,H_estimatedNetRating_L10,A_estimatedNetRating_L10,H_estimatedOffensiveRating_L10,A_estimatedOffensiveRating_L10,H_estimatedPace_L10,A_estimatedPace_L10,H_estimatedTeamTurnoverPercentage_L10,A_estimatedTeamTurnoverPercentage_L10,H_netRating_L10,A_netRating_L10,H_offensiveRating_L10,A_offensiveRating_L10,H_pacePer40_L10,A_pacePer40_L10,H_pace_L10,A_pace_L10,H_trueShootingPercentage_L10,A_trueShootingPercentage_L10,H_turnoverRatio_L10,A_turnoverRatio_L10
0,1505.0343,1333.5236,2,5,0.3352,0.341,0.8299999999999998,0.7533999999999998,0.4282,0.4522,0.4435,0.5054000000000001,0.5930000000000001,0.5449,16.56,15.589999999999998,1.535,1.315,112.82,102.84,0.4668000000000001,0.4915,110.36,102.39,-11.63,1.4700000000000002,98.75,103.83,95.874,92.542,15.323999999999998,16.7105,-10.54,2.99,102.29,105.85,77.625,76.167,93.15,91.4,0.5103000000000002,0.5349999999999999,15.889999999999995,17.030000000000005
1,1379.6204,1643.3105,7,2,0.3766,0.3227,0.7682,0.7522,0.441,0.4201,0.5178999999999999,0.4565,0.6788000000000001,0.5738,19.07,15.29,2.022,1.436,100.78,104.14,0.4913999999999999,0.4570999999999999,99.06,102.58,3.47,-6.99,102.54,95.6,96.372,95.404,13.386599999999998,15.461,5.14,-7.52,105.91,96.62,78.292,78.417,93.95,94.1,0.5279,0.504,13.829999999999998,15.61
0,1392.2473,1467.9291,5,3,0.3440999999999999,0.3349,0.7222999999999999,0.7625,0.4604,0.4277,0.488,0.4591999999999999,0.5941000000000001,0.6321,17.17,17.85,1.6629999999999998,2.023,106.58,106.92,0.4995999999999999,0.4707,105.4,106.45,-1.61,-7.970000000000001,103.77,98.49,98.616,95.657,14.4759,13.653,-0.8799999999999999,-5.22,105.7,101.69,80.958,78.189,97.15,93.826,0.5382,0.5023,14.72,14.13
0,1602.5336,1592.7095,8,6,0.3178,0.3786,0.7606,0.7428000000000001,0.493,0.4694,0.5346,0.5053,0.4982,0.6222000000000001,15.739999999999998,17.779999999999998,1.336,1.388,103.8,106.9,0.5408,0.5429,101.04,104.28000000000002,7.55,3.96,108.58,108.21,100.932,101.328,16.0766,17.6751,5.999999999999999,4.229999999999999,109.8,111.11,82.525,82.29100000000001,99.031,98.75,0.5720000000000001,0.5777,16.28,18.130000000000003
1,1394.9912,1733.2612,9,3,0.4408,0.3195,0.7815,0.7841,0.5017,0.4576,0.6068,0.5037,0.6737,0.5155,21.19,14.970000000000002,2.474,1.425,100.95000000000002,105.09,0.5686,0.4891,99.49,103.36,17.88,-1.4899999999999998,117.39,101.89,101.382,98.394,12.5318,16.241,17.64,-1.65,118.61,103.45000000000002,83.37400000000001,80.646,100.05,96.776,0.5989,0.5385000000000001,12.69,16.479999999999997
1,1327.2932,1459.8346,8,3,0.2861999999999999,0.3756,0.7231,0.7315999999999999,0.4225,0.4239,0.5391,0.4283,0.5584,0.6444,15.36,17.5,1.749,1.811,96.95000000000002,108.57,0.4518000000000001,0.4803,93.65,107.34999999999998,6.04,-11.34,99.68999999999998,96.01,95.79399999999998,94.328,12.6792,16.038600000000002,5.07,-11.64,102.03,96.92,77.608,77.79299999999999,93.128,93.35,0.4971,0.5082,12.98,16.2
1,1465.546,1491.1278,5,7,0.3615,0.3488,0.7339,0.7796000000000001,0.4542,0.4311,0.5555,0.5001,0.6707,0.6204000000000001,18.89,17.369999999999997,1.6270000000000002,1.983,94.98,104.53000000000002,0.4954,0.488,93.21,102.74,6.959999999999999,3.16,100.16,105.89,94.738,98.01,17.209400000000002,13.7237,6.31,2.5700000000000003,101.3,107.12,77.792,80.5,93.35,96.6,0.5276000000000001,0.5288,17.39,13.9
1,1264.9753,1610.7272,6,3,0.2888,0.3002999999999999,0.7726,0.7132999999999999,0.4634999999999999,0.3945,0.5205,0.4258,0.5252999999999999,0.618,15.829999999999998,15.45,1.4920000000000002,1.26,103.67,102.62,0.4915,0.4382,102.6,100.65,-0.7699999999999992,-9.18,101.83,91.51,94.832,95.864,14.813999999999998,17.319499999999998,0.8300000000000004,-10.24,104.48,92.36,77.56800000000001,78.70899999999999,93.081,94.45,0.531,0.4799,15.19,17.509999999999998
1,1446.6996,1437.9174,4,2,0.35,0.2443,0.7855000000000001,0.7856,0.4418999999999999,0.4352999999999999,0.4942,0.4551,0.6244999999999999,0.5575999999999999,16.68,15.61,1.284,1.37,104.29,107.06,0.4910000000000001,0.4664999999999999,103.08,105.69,-2.88,-9.37,100.21,96.3,93.502,93.692,18.8517,15.501299999999995,-2.3500000000000005,-8.66,101.94,98.38,76.75099999999999,76.76,92.1,92.111,0.5336000000000001,0.5096,19.200000000000003,15.85
1,1555.0317,1623.7677,5,7,0.3464,0.3635,0.7807000000000001,0.7586,0.4276,0.4831,0.4969,0.5575000000000001,0.5663000000000001,0.6442,16.14,19.05,1.863,1.629,101.98,100.96,0.4857,0.5186,100.84,97.86,1.14,6.27,101.93999999999998,104.14,97.19,94.735,12.4033,16.7614,1.64,3.29,103.63000000000002,104.24,79.917,77.647,95.9,93.176,0.5248999999999999,0.5526,12.580000000000002,16.8
0,1473.3143,1566.2758,4,5,0.3941999999999999,0.2897999999999999,0.7842999999999999,0.7716000000000001,0.4373,0.4377000000000001,0.4791999999999999,0.5172999999999999,0.5698,0.6315999999999999,16.169999999999998,17.089999999999996,1.7180000000000004,1.495,109.05,100.96,0.4897999999999999,0.4725,107.43000000000002,97.55,-2.54,-1.86,104.86999999999998,95.71,94.034,92.004,14.2754,16.752200000000002,-2.029999999999999,-4.48,107.03,96.46,77.00000000000001,75.0,92.4,90.0,0.5353,0.5178999999999999,14.62,16.86
1,1592.8607,1495.0771,5,6,0.3654,0.325,0.7224999999999999,0.7261999999999998,0.4592,0.4412,0.4925,0.4857,0.5095,0.5613,15.2,16.139999999999997,1.451,1.6170000000000002,109.04,103.86,0.5185000000000001,0.4867,107.83,101.99,1.4299999999999995,-1.39,109.26000000000002,100.6,94.928,100.973,15.003699999999998,14.0964,2.28,-1.0,111.31,102.86,77.91699999999999,82.439,93.5,98.926,0.5526,0.5184,15.29,14.45
0,1625.8441,1586.1799,7,7,0.3073,0.3697,0.7439,0.7438,0.4891999999999999,0.4871,0.5210999999999999,0.5610999999999999,0.4911,0.6533,15.51,20.1,1.385,2.877,104.99,103.96,0.5340999999999999,0.548,102.23,102.54,5.85,11.919999999999998,108.08,114.47,101.348,97.068,15.3119,11.3156,4.249999999999999,11.41,109.24,115.36,82.89999999999999,80.04299999999999,99.481,96.05,0.5650999999999999,0.5822,15.510000000000002,11.44
1,1623.2495,1511.8793,5,6,0.3693,0.3458,0.7377,0.7568,0.4492,0.4505999999999999,0.4925,0.5177999999999999,0.5328999999999999,0.6112,15.27,18.13,1.32,2.097,103.32,102.05,0.4862,0.5041,102.61,99.23,-0.1099999999999999,5.55,102.48,104.78,92.192,96.042,16.1828,12.0578,1.0499999999999996,3.08,104.4,105.14,75.792,78.78099999999999,90.95,94.537,0.5278999999999999,0.5383,16.48,12.07
1,1326.6786,1694.1008,10,2,0.4431000000000001,0.3258,0.7823,0.8173,0.4886999999999999,0.4304,0.6057,0.4471,0.7361,0.6201,21.68,17.15,2.157,1.5020000000000002,96.79999999999998,111.19,0.5617000000000001,0.4667,94.79999999999998,108.66,16.31,-11.44,111.1,97.25,95.518,96.648,15.264100000000004,15.9529,15.459999999999996,-10.12,112.25,101.07,78.37500000000001,78.083,94.05,93.7,0.5946,0.5088,15.4,16.59
0,1443.1663,1331.1541,2,2,0.3263999999999999,0.271,0.7847999999999999,0.8181999999999998,0.4511,0.4193,0.4371,0.4776000000000001,0.5799000000000001,0.579,16.94,15.389999999999995,1.6759999999999995,1.294,108.68,104.62,0.49,0.4511,107.63,101.58,-7.56,-5.77,100.09,95.81,101.518,97.587,14.139,16.214199999999998,-7.290000000000001,-6.63,101.38,98.0,83.667,79.19800000000001,100.4,95.037,0.5287,0.5075000000000001,14.31,16.6
1,1499.123,1645.4968,7,5,0.3807999999999999,0.3822,0.7811999999999999,0.7639,0.4288,0.4604,0.5216000000000001,0.5589,0.6688000000000001,0.6887,18.4,19.33,1.95,1.5340000000000005,98.87,95.06,0.4806999999999999,0.5022,97.73,93.03,3.7400000000000007,7.0,101.48,100.03,96.974,95.486,13.294900000000002,18.271400000000003,5.56,6.1,104.42,101.18,79.12500000000001,78.292,94.95,93.95,0.5206999999999999,0.5359,13.69,18.44
1,1457.5508,1563.0461,4,6,0.2905,0.3569999999999999,0.7487000000000001,0.7802,0.4299,0.42,0.4759,0.4864,0.5765999999999999,0.6193,15.8,17.009999999999998,1.281,1.926,103.92,104.01,0.4768,0.4785999999999999,102.84,102.49,-3.1900000000000004,1.35,99.67,103.83,97.15,98.066,16.7405,14.1936,-1.5499999999999998,0.9400000000000002,102.39,104.96,79.41600000000001,80.667,95.3,96.8,0.5203,0.5202,17.22,14.38
1,1399.1443,1735.3698,9,4,0.4404,0.3484,0.7879,0.7437,0.4963,0.432,0.6054,0.4633,0.6734,0.6284000000000001,20.85,17.79,2.2630000000000003,2.0380000000000003,99.57,107.43000000000002,0.5657,0.4785,98.43,106.95,17.27,-6.710000000000001,115.73000000000002,100.24,102.434,94.82899999999998,13.2334,13.3679,17.82,-4.739999999999999,117.4,102.68000000000002,84.208,77.842,101.05,93.409,0.5972,0.5103,13.44,13.69
0,1550.9607,1461.0321,5,6,0.3369999999999999,0.3768,0.7139,0.7548,0.4618,0.4837999999999999,0.4937999999999999,0.5489999999999999,0.5968000000000001,0.6436999999999999,17.270000000000003,19.08,1.6709999999999998,1.622,106.51000000000002,101.59,0.5016,0.521,105.01,98.68,-1.0699999999999998,4.609999999999999,103.93,103.3,98.338,95.835,14.522299999999998,16.7007,-0.6999999999999993,1.89,105.81,103.47,80.62499999999999,78.606,96.75,94.326,0.5388999999999999,0.5538000000000001,14.76,16.75
0,1609.0631,1377.4341,1,7,0.3278999999999999,0.3836,0.7289,0.7577999999999999,0.4218999999999999,0.4756999999999999,0.4415999999999999,0.5208000000000002,0.5763999999999999,0.6235,15.529999999999998,17.87,1.509,1.382,105.11,106.14,0.4575999999999999,0.5512,104.13,103.71,-9.13,5.44,95.0,109.12,95.382,101.376,15.2113,17.695999999999998,-9.23,5.36,95.88,111.48000000000002,78.708,82.625,94.45,99.15,0.498,0.5882,15.35,18.06
1,1625.7427,1472.3794,8,6,0.3701,0.3702,0.7878000000000001,0.8352999999999999,0.4796999999999999,0.4658,0.5132,0.525,0.5763999999999999,0.5074,18.000000000000004,15.97,2.27,1.732,110.0,105.77,0.5209,0.5186,107.96,104.84,1.5,4.209999999999999,109.48,109.06,96.178,94.694,11.7821,13.1929,-0.7099999999999997,4.45,109.31,110.23,79.411,78.084,95.295,93.7,0.5589,0.5554999999999999,11.75,13.34
0,1383.5856,1312.7279,2,3,0.3014,0.2727,0.8065,0.7273,0.4117999999999999,0.4351,0.4382,0.4610999999999999,0.629,0.5704,16.849999999999998,15.410000000000002,1.858,1.23,110.01000000000002,107.48,0.4452999999999999,0.4608,108.63,105.74,-11.249999999999998,-9.96,97.39,95.77,94.547,98.462,13.318300000000002,17.0548,-10.63,-8.8,99.37,98.68,77.553,80.209,93.062,96.25,0.4925999999999999,0.5084,13.57,17.490000000000002
1,1323.1094,1612.3295,7,2,0.3174,0.3405999999999999,0.7874,0.7635,0.4673,0.4619000000000001,0.5536999999999999,0.4364,0.5361,0.5833,16.049999999999997,17.259999999999998,1.471,1.602,99.92,108.83,0.4979,0.5024,99.25,107.8,4.0,-7.4,103.24,100.42,95.048,102.104,15.288099999999996,14.607400000000002,5.540000000000001,-7.0200000000000005,105.44,101.8,78.06800000000001,84.125,93.681,100.95,0.5408000000000001,0.5381,15.59,14.79
1,1263.373,1517.7058,6,3,0.3848,0.3298,0.7451999999999999,0.6816000000000001,0.4552,0.4027,0.5037,0.4301,0.5428,0.6200999999999999,15.8,15.76,1.484,1.277,105.22,103.01999999999998,0.4933,0.4507,104.14,101.13,1.11,-8.690000000000001,105.23,92.49,92.194,95.568,15.2948,17.4362,1.8,-9.81,107.05,93.19,75.75099999999999,78.584,90.9,94.3,0.5363,0.4855,15.54,17.58
1,1325.6025,1582.5676,5,2,0.3162,0.3216,0.7356,0.8140000000000001,0.4276,0.4397999999999999,0.4770999999999999,0.4485000000000001,0.5839000000000001,0.6297,16.330000000000002,17.499999999999996,1.732,1.4810000000000003,104.62,111.83,0.4735999999999999,0.4747,102.82,109.42,-3.839999999999999,-11.47,98.98,97.97,101.109,96.096,13.8483,16.5151,-2.929999999999999,-10.489999999999998,101.69,101.33,82.398,77.833,98.876,93.4,0.5068,0.5177,14.239999999999998,17.090000000000003
0,1398.522,1454.8746,4,4,0.3398,0.3452,0.7974,0.7445,0.4444,0.4356,0.5069,0.4656,0.6188,0.6234,16.619999999999997,17.69,1.255,1.835,101.71,106.86,0.4944,0.4835,100.89,106.62,-1.0299999999999998,-5.87,99.86,100.75,94.154,95.96099999999998,19.0148,14.0478,0.1,-4.05,101.81,102.79,77.37599999999999,79.008,92.85,94.809,0.5371,0.5152,19.4,14.37
1,1456.0198,1646.0143,7,4,0.3727,0.3317,0.7336,0.7083,0.4824,0.4505,0.5508999999999998,0.4739,0.6466999999999999,0.6090000000000001,19.68,17.360000000000003,2.743,1.798,104.68,108.4,0.5403,0.4917999999999999,103.32,107.04,9.87,-4.16,113.2,102.87,97.36,98.421,11.5724,14.0218,9.97,-3.77,114.64,104.63,80.12599999999999,80.792,96.15,96.95,0.5747,0.5281,11.750000000000002,14.239999999999998
0,1565.5938,1451.2109,2,5,0.2572,0.2892,0.7916,0.7452,0.4238,0.4372,0.4776000000000001,0.4881999999999999,0.5847,0.5721999999999999,15.73,16.05,1.287,1.464,103.69,103.94,0.4556999999999999,0.4818,100.79,102.5,-5.699999999999999,-1.0500000000000005,95.09,101.45,98.181,96.04,16.552599999999998,15.627100000000002,-6.330000000000001,0.4699999999999996,97.37,104.43,79.69800000000001,78.291,95.637,93.95,0.5056,0.5242,16.95,16.13
0,1505.3702,1455.0032,5,6,0.3447,0.3731,0.7640999999999999,0.7232999999999998,0.4213,0.4643,0.4760000000000001,0.5018,0.6266,0.4869999999999999,17.189999999999998,14.81,1.959,1.416,106.64,109.14,0.4813,0.5269,104.88000000000002,107.6,-0.7400000000000002,3.2299999999999995,104.14,110.82,97.806,95.24800000000002,14.0102,14.883800000000004,-0.7900000000000001,3.9,105.86,113.03,80.167,78.00099999999999,96.2,93.6,0.5227999999999999,0.5610000000000002,14.27,15.18
0,1496.6046,1494.0175,6,5,0.2739999999999999,0.4001,0.7942,0.7531,0.4387999999999999,0.4653,0.5488000000000001,0.5582999999999999,0.6149,0.6894,16.95,19.36,1.573,1.457,97.86,95.58,0.4711999999999999,0.508,94.45,93.5,3.08,7.01,97.54,100.51000000000002,91.912,95.572,15.6637,19.1168,0.45,5.9,98.29,101.5,74.91600000000001,78.41699999999999,89.9,94.1,0.5189,0.5413000000000001,15.78,19.27
0,1613.7571,1617.423,5,7,0.3371,0.3096,0.751,0.8164999999999999,0.4423,0.4623,0.502,0.5537,0.5943,0.5474,17.34,16.119999999999997,2.019,1.491,104.47,101.18,0.4937,0.4932,102.05,100.58,2.5100000000000007,2.56,104.56,103.13,95.676,94.916,11.9549,15.0956,1.0199999999999998,4.0600000000000005,105.5,105.23,78.49000000000001,78.02600000000001,94.187,93.631,0.5300999999999999,0.5416000000000001,12.02,15.38
0,1545.5726,1735.9921,9,4,0.4216,0.3933999999999999,0.8134,0.7882,0.4969000000000001,0.4396,0.5972,0.4851,0.6765000000000001,0.5575,20.980000000000004,16.060000000000002,2.261,1.748,101.49,108.71,0.5623,0.4926,100.05,107.14,15.37,-1.4599999999999995,115.45,105.66,102.576,94.09,13.3304,13.7423,15.610000000000005,-0.9299999999999996,117.11999999999998,107.79,84.208,77.08300000000001,101.05,92.5,0.5969,0.5378000000000001,13.539999999999996,14.079999999999998
0,1555.973,1370.7145,1,6,0.3069999999999999,0.3554,0.7209,0.7573,0.4229,0.4857999999999999,0.4406,0.5417,0.5811,0.6323,15.48,18.88,1.404,1.608,104.46999999999998,102.76,0.457,0.5199999999999999,103.51999999999998,99.62,-9.45,3.54,94.07,103.17,95.826,96.322,16.3104,16.6309,-9.91,1.0199999999999998,94.56,103.77,79.25,78.773,95.1,94.526,0.4976999999999999,0.5529999999999999,16.39,16.750000000000004
1,1627.8387,1516.1665,7,5,0.3651,0.346,0.7384999999999999,0.7932,0.4646999999999999,0.428,0.5122,0.4936999999999999,0.4886,0.5747,14.970000000000002,16.340000000000003,1.52,1.846,107.73,101.67,0.5261,0.4870000000000001,106.49,100.71,4.949999999999999,1.0,111.43,101.67,95.482,97.72,14.1925,12.633399999999998,6.04,1.9200000000000004,113.76,103.6,78.251,80.334,93.9,96.4,0.5608000000000001,0.5263,14.5,12.830000000000002
1,1444.2069,1259.9344,2,5,0.296,0.3478,0.6990000000000001,0.7602,0.3917,0.4239,0.4075999999999999,0.4770999999999999,0.6125999999999999,0.6234,15.23,17.01,1.235,1.7759999999999998,104.75,106.66,0.4358999999999999,0.4819,102.6,105.02,-12.01,-1.1,90.63,103.92,95.48,97.31199999999998,17.3122,15.109799999999998,-13.24,-1.32,91.49,105.35,78.376,79.917,94.05,95.9,0.4745,0.5242,17.490000000000002,15.34
1,1429.7423,1695.1769,10,2,0.4267999999999999,0.2656,0.7664,0.7655000000000001,0.5005999999999999,0.4347,0.603,0.4354,0.7372,0.5556,22.3,15.51,2.34,1.331,99.01,108.87,0.5707000000000001,0.4673999999999999,97.28,107.26,15.86,-11.63,113.14,95.61,94.966,93.978,14.422200000000004,15.988099999999998,15.86,-11.43,114.87,97.44,77.833,77.04299999999998,93.4,92.45,0.5997999999999999,0.5074000000000001,14.65,16.270000000000003
1,1392.8827,1577.2059,6,2,0.2915,0.3013,0.7486,0.7832000000000001,0.444,0.445,0.5045,0.4886,0.5734,0.5139,16.23,14.580000000000002,1.4959999999999998,1.396,102.99,105.84,0.4887,0.4756,101.32,104.12,1.9399999999999995,-4.25,103.26,99.88,95.61,99.454,15.532000000000002,16.2118,2.75,-4.3,105.75,101.54999999999998,78.041,81.47999999999999,93.65,97.776,0.5328,0.5272,15.959999999999996,16.479999999999997
1,1595.1896,1615.7827,7,4,0.3778,0.327,0.7715,0.7578,0.4706,0.4516,0.5188,0.4904,0.6197000000000001,0.5820000000000001,17.669999999999998,17.279999999999998,1.386,1.926,104.82,107.74,0.5466,0.5022,102.52,105.3,5.51,-0.4499999999999996,108.0,104.86,101.892,95.662,17.3089,12.6177,5.17,-2.26,109.96999999999998,105.48,83.25,78.606,99.9,94.326,0.5852,0.5378000000000001,17.61,12.64
1,1414.3414,1323.9985,2,4,0.2958,0.3595,0.8047999999999998,0.7534,0.4261,0.4431,0.4408999999999999,0.4730999999999999,0.6063000000000001,0.6119000000000001,16.57,17.47,1.4449999999999998,1.65,110.12,107.64,0.4584,0.4936000000000001,107.82,107.2,-11.650000000000002,-5.550000000000001,96.18,101.65,95.392,96.239,15.7858,14.785999999999998,-11.31,-3.84,98.8,103.78,77.583,79.13300000000001,93.1,94.959,0.5048000000000001,0.5274,16.220000000000002,15.13
0,1454.3923,1521.1444,7,3,0.3953,0.333,0.7522,0.7061999999999999,0.4555,0.4439,0.5263000000000001,0.4643,0.5618,0.6175,16.31,17.419999999999998,1.548,1.841,103.42,108.51,0.4939,0.4859,102.58,107.41,3.67,-5.529999999999999,106.23,101.87,91.474,98.18699999999998,15.3622,13.8374,5.319999999999999,-5.319999999999999,108.76999999999998,103.19,75.001,80.834,90.0,97.0,0.5369,0.5224,15.710000000000004,14.01
1,1584.1716,1324.828,3,6,0.3738999999999999,0.3183,0.7316,0.7257999999999999,0.4241,0.4389,0.4396999999999999,0.498,0.6595000000000001,0.5678000000000001,17.709999999999997,16.32,1.793,1.6799999999999995,106.57,102.05,0.4788,0.4846,104.92,100.23,-9.7,-0.59,95.22,99.64,94.222,100.439,16.5316,14.328399999999998,-10.55,0.3699999999999999,96.01,102.42,77.584,81.815,93.1,98.176,0.5073000000000001,0.5140999999999999,16.68,14.739999999999998
1,1462.2998,1648.0153,8,8,0.3605999999999999,0.2898,0.8003,0.713,0.4253999999999999,0.4105,0.5219999999999999,0.5365,0.665,0.5487000000000001,18.270000000000003,14.87,1.956,1.735,97.93,94.84,0.4746,0.4386,97.08,91.6,4.17,5.54,101.25,97.14,96.756,95.838,13.1027,12.111,6.289999999999999,4.83,104.21999999999998,99.68,79.042,77.566,94.85,93.078,0.5179,0.4851,13.5,12.43
0,1647.6417,1439.0552,4,8,0.3599,0.3814999999999999,0.7758999999999999,0.7442,0.4439,0.4852999999999999,0.5028,0.5593000000000001,0.6245,0.6428,16.759999999999998,19.9,1.2079999999999995,2.825,100.92,104.63,0.4969,0.5429,99.75,103.38000000000002,-1.5299999999999998,11.169999999999998,98.22,114.56,94.57,96.472,19.587800000000005,10.9065,-0.6800000000000004,11.33,100.24,115.95,77.54299999999999,79.459,93.05,95.35,0.5343000000000001,0.5762,20.020000000000003,11.06
1,1561.4705,1566.0098,6,6,0.307,0.3271,0.7504,0.7607999999999999,0.4778,0.4868,0.5043,0.5373,0.5045,0.6164000000000001,15.54,18.39,1.441,1.519,107.26999999999998,103.09,0.5245,0.519,104.01,100.18,2.95,2.3999999999999995,106.97,102.59,100.38,96.432,14.8947,16.919099999999997,0.4900000000000002,-0.05,107.76,103.03,82.067,79.023,98.481,94.826,0.5578,0.5535,15.039999999999996,17.01
0,1508.2216,1321.6818,2,5,0.3375,0.4314,0.7525,0.7485999999999999,0.4695,0.4747,0.4312,0.5563,0.5610999999999999,0.6878,16.83,19.65,1.549,1.528,110.28,97.88,0.5081,0.5212,109.33,95.5,-7.840000000000001,6.58,101.51,102.09,101.502,95.602,14.9388,18.4877,-7.470000000000001,5.260000000000001,102.8,103.15,83.708,78.333,100.45,94.0,0.5436,0.5526000000000001,15.1,18.630000000000003
1,1469.5442,1635.9905,8,3,0.3278,0.3506,0.7915,0.7007,0.4711999999999999,0.4452,0.5702999999999999,0.4659,0.5450999999999999,0.6277000000000001,16.38,18.09,1.573,2.111,100.85,109.51,0.5052,0.4883999999999999,100.12,108.43000000000002,6.0200000000000005,-5.26,106.11999999999998,103.17,94.578,96.795,14.3432,12.6549,7.219999999999999,-4.77,108.06,104.74,77.776,79.62500000000001,93.331,95.55,0.5524000000000001,0.5208,14.580000000000002,12.830000000000002
1,1339.6975,1439.5988,2,4,0.273,0.385,0.7655,0.7236,0.4196,0.4273,0.4743000000000001,0.4592,0.5845,0.6577999999999999,15.61,17.949999999999996,1.293,1.955,103.42,105.72,0.4519999999999999,0.4805,100.49,104.12,-5.819999999999999,-7.439999999999999,94.67,96.68,97.389,94.678,16.464499999999997,15.6253,-6.27,-8.32,97.16,97.41,78.94800000000001,78.00000000000001,94.737,93.6,0.499,0.5082000000000001,16.9,15.75
1,1556.1698,1365.217,1,5,0.307,0.3824999999999999,0.7434,0.8162999999999998,0.4219,0.4439,0.4485,0.4958,0.5702,0.5527,15.21,16.04,1.3969999999999998,1.738,102.72,108.06000000000002,0.4559,0.4949,101.79,105.99,-7.449999999999998,1.0299999999999998,94.33,107.0,95.888,94.756,16.096600000000002,13.988899999999996,-7.95,0.8400000000000004,94.77,108.91,79.333,77.51,95.2,93.012,0.4984999999999999,0.543,16.169999999999998,14.29
1,1335.2246,1281.6776,2,3,0.2835,0.3059999999999999,0.6937000000000001,0.8099000000000001,0.3991,0.435,0.4243,0.4570999999999999,0.6199999999999999,0.5849,15.64,16.35,1.2340000000000002,1.485,102.89,109.45,0.4408999999999999,0.4673,100.92,107.23,-10.38,-8.709999999999999,90.58,98.52,94.876,95.84999999999998,17.925400000000003,14.8824,-11.27,-8.760000000000002,91.6,100.68,77.876,78.167,93.45,93.8,0.4768,0.5166000000000001,18.160000000000004,15.23
1,1620.4965,1697.03,10,4,0.4197,0.3487,0.7958999999999999,0.8023,0.4981,0.4296999999999999,0.6048000000000001,0.4874999999999999,0.7459999999999999,0.5786,22.42,16.44,2.37,1.8,99.59,103.89,0.5694999999999999,0.4907,97.7,102.67,16.860000000000003,-0.4000000000000001,114.57,102.22,94.41,97.2,14.4065,12.8325,16.75,-0.3599999999999997,116.33,103.54,77.333,80.04299999999999,92.8,96.05,0.6030000000000001,0.5313,14.63,12.98
0,1620.0585,1403.1152,4,7,0.3604999999999999,0.3734,0.7624000000000001,0.7894000000000001,0.4494999999999999,0.4582999999999999,0.4671,0.5098,0.6033,0.617,17.450000000000003,17.419999999999998,1.592,1.3850000000000002,108.56,104.51,0.4989,0.5319,108.62,102.06,-6.6,4.269999999999999,102.02,106.3,96.26,101.858,15.081599999999998,17.0721,-4.470000000000001,3.1300000000000003,104.06999999999998,107.63,79.37499999999999,83.37499999999999,95.25,100.05,0.5322,0.5715999999999999,15.420000000000002,17.27
